Periodo,Ranking,Barrio,Estrenar,Index,Usado
sep. 19,15,Parque Chacabuco,20.775,17.642,16.396
sep. 19,16,Villa Ortuzar,19.397,17.606,17.329
sep. 19,17,Almagro,18.071,17.259,17.214
sep. 19,18,Paternal,19.948,17.116,16.892
ago. 19,1,Puerto Madero,29.716,29.999,30.010
ago. 19,2,Palermo,24.402,20.903,20.638
ago. 19,3,Nuñez,21.429,18.961,18.709
ago. 19,4,Belgrano,24.935,18.827,18.252
ago. 19,5,Chacarita,21.156,18.799,17.965
ago. 19,6,Recoleta,25.679,18.523,18.297
ago. 19,7,Coghlan,19.153,18.098,18.051
ago. 19,8,Villa Crespo,22.387,17.875,17.419
ago. 19,9,Colegiales,22.840,17.799,17.685
ago. 19,10,Villa Urquiza,17.899,17.640,17.639
ago. 19,11,Retiro,24.575,17.636,17.465
ago. 19,12,Saavedra,17.519,17.628,17.671
ago. 19,13,San Telmo,23.338,17.420,16.831
ago. 19,14,Parque Chas,17.479,17.164,17.202
ago. 19,15,Villa Ortuzar,19.352,17.033,16.865
ago. 19,16,Almagro,17.951,16.586,16.497
ago. 19,17,Monserrat,19.119,16.339,16.261
ago. 19,18,Caballito,18.887,16.332,16.186
jul. 19,1,Puerto Madero,28.473,29.371,29.438
jul. 19,2,Palermo,24.125,20.504,20.237
jul. 19,3,Nuñez,21.911,18.780,18.609
jul. 19,4,Belgrano,24.553,18.387,17.839
jul. 19,5,Chacarita,21.176,18.332,17.516
jul. 19,6,Recoleta,25.052,18.142,17.934
jul. 19,7,Colegiales,22.315,17.761,17.546
jul. 19,8,Retiro,22.768,17.385,17.297
jul. 19,9,Villa Crespo,20.291,17.368,17.035
jul. 19,10,Coghlan,18.752,17.346,17.210
jul. 19,11,Villa Urquiza,17.356,17.237,17.221
jul. 19,12,Saavedra,17.024,17.072,17.045
jul. 19,13,Villa Ortuzar,18.590,16.880,16.889
jul. 19,14,San Telmo,22.125,16.844,16.470
jul. 19,15,Almagro,17.973,16.442,16.370
jul. 19,16,Parque Chas,17.924,16.192,15.875
jul. 19,17,Villa Devoto,18.336,15.949,15.572
jul. 19,18,Caballito,18.450,15.929,15.807
jun. 19,1,Puerto Madero,28.045,28.961,29.161
jun. 19,2,Palermo,24.516,19.953,19.664
jun. 19,3,Chacarita,21.645,18.400,17.410
jun. 19,4,Nuñez,21.333,18.244,18.173
jun. 19,5,Belgrano,23.979,18.048,17.511
jun. 19,6,Recoleta,24.298,17.790,17.606
jun. 19,7,Colegiales,21.356,17.749,17.486
jun. 19,8,Villa Ortuzar,21.279,17.725,17.639
jun. 19,9,Coghlan,18.040,17.072,16.819
jun. 19,10,Retiro,23.302,17.053,16.948
jun. 19,11,San Telmo,20.305,17.046,16.822
jun. 19,12,Villa Urquiza,17.557,17.032,16.969
jun. 19,13,Villa Crespo,19.336,16.943,16.643
jun. 19,14,Saavedra,17.182,16.866,16.872
jun. 19,15,Almagro,17.997,16.139,16.108
jun. 19,16,Parque Chas,17.142,16.055,15.609
jun. 19,17,Parque Chacabuco,16.338,15.711,15.650
jun. 19,18,Villa Devoto,17.555,15.635,15.379
may. 19,1,Puerto Madero,27.485,28.444,28.625
may. 19,2,Palermo,23.931,19.380,19.095
may. 19,3,Chacarita,20.708,18.075,17.264
may. 19,4,Villa Ortuzar,21.595,17.897,17.716
may. 19,5,Nuñez,18.857,17.679,17.656
may. 19,6,Belgrano,23.390,17.594,17.059
may. 19,7,Recoleta,24.319,17.535,17.355
may. 19,8,San Telmo,20.766,17.516,17.183
may. 19,9,Colegiales,19.819,17.234,17.081
may. 19,10,Coghlan,17.816,16.917,16.645
may. 19,11,Villa Urquiza,17.895,16.823,16.675
may. 19,12,Villa Crespo,19.581,16.646,16.245
may. 19,13,Saavedra,16.683,16.480,16.441
may. 19,14,Retiro,23.057,16.302,16.202
may. 19,15,Parque Chas,16.631,15.853,15.545
may. 19,16,Paternal,17.254,15.741,15.454
may. 19,17,Almagro,17.707,15.659,15.625
may. 19,18,Monserrat,24.519,15.382,15.208
abr. 19,1,Puerto Madero,27.859,27.915,27.925
abr. 19,2,Palermo,22.863,18.911,18.635
abr. 19,3,San Telmo,21.888,17.582,17.096
abr. 19,4,Recoleta,24.302,17.309,17.113
abr. 19,5,Nuñez,17.004,17.204,17.205
abr. 19,6,Belgrano,22.878,17.198,16.712
abr. 19,7,Chacarita,19.780,17.187,16.705
abr. 19,8,Coghlan,19.013,17.173,17.018
abr. 19,9,Colegiales,18.258,16.712,16.571
abr. 19,10,Villa Ortuzar,18.125,16.622,16.527
abr. 19,11,Villa Urquiza,17.900,16.332,16.076
abr. 19,12,Villa Crespo,19.481,16.157,15.794
abr. 19,13,Saavedra,15.394,16.042,16.092
abr. 19,14,Retiro,21.683,15.746,15.649
abr. 19,15,Nueva Pompeya,21.593,15.694,14.280
abr. 19,16,Parque Chas,15.833,15.500,15.292
abr. 19,17,Almagro,16.518,15.389,15.354
abr. 19,18,Villa Devoto,18.324,15.270,14.991
mar. 19,1,Puerto Madero,26.554,27.393,27.494
mar. 19,2,Palermo,22.029,18.510,18.246
mar. 19,3,Nuñez,16.888,16.941,16.945
mar. 19,4,Belgrano,22.486,16.897,16.453
mar. 19,5,Recoleta,25.302,16.891,16.644
mar. 19,6,San Telmo,21.643,16.846,16.333
mar. 19,7,Coghlan,22.127,16.680,16.591
mar. 19,8,Chacarita,18.821,16.624,16.340
mar. 19,9,Colegiales,18.775,16.411,16.133
mar. 19,10,Nueva Pompeya,22.222,16.057,14.809
mar. 19,11,Saavedra,16.500,15.900,15.811
mar. 19,12,Villa Ortuzar,16.393,15.807,15.824
mar. 19,13,Villa Urquiza,17.103,15.650,15.399
mar. 19,14,Villa Crespo,17.730,15.650,15.532
mar. 19,15,Retiro,21.749,15.582,15.487
mar. 19,16,San Nicolás,16.492,15.174,15.153
mar. 19,17,Villa Devoto,18.010,15.049,14.759
mar. 19,18,Almagro,16.521,14.970,14.879
feb. 19,1,Puerto Madero,24.276,26.376,26.560
feb. 19,2,Palermo,21.786,18.125,17.833
feb. 19,3,Belgrano,21.565,16.592,15.990
feb. 19,4,Nuñez,16.434,16.417,16.426
feb. 19,5,Recoleta,25.522,16.269,15.992
feb. 19,6,San Telmo,20.965,16.131,15.342
feb. 19,7,Colegiales,18.948,16.022,15.714
feb. 19,8,Chacarita,17.375,16.019,15.834
feb. 19,9,Coghlan,23.071,15.598,15.435
feb. 19,10,Saavedra,16.716,15.459,15.262
feb. 19,11,Villa Ortuzar,14.907,15.373,15.496
feb. 19,12,Retiro,20.343,15.302,15.246
feb. 19,13,Villa Crespo,17.462,15.132,15.031
feb. 19,14,Villa Urquiza,16.526,15.093,14.901
feb. 19,15,Nueva Pompeya,22.222,15.041,14.106
feb. 19,16,Villa Pueyrredon,14.785,14.727,14.723
feb. 19,17,San Nicolás,16.181,14.719,14.678
feb. 19,18,Monserrat,28.440,14.702,14.348
ene. 19,1,Puerto Madero,23.449,25.630,25.808
ene. 19,2,Palermo,21.141,17.578,17.284
ene. 19,3,Belgrano,20.572,16.206,15.462
ene. 19,4,Nuñez,16.448,15.800,15.744
ene. 19,5,Recoleta,23.638,15.587,15.353
ene. 19,6,Chacarita,17.067,15.326,15.116
ene. 19,7,Coghlan,20.221,15.251,15.157
ene. 19,8,San Telmo,20.992,15.237,14.240
ene. 19,9,Colegiales,18.672,15.199,14.943
ene. 19,10,Retiro,17.743,14.911,14.887
ene. 19,11,Saavedra,15.490,14.880,14.654
ene. 19,12,Villa Urquiza,15.650,14.790,14.681
ene. 19,13,Villa Crespo,17.869,14.743,14.600
ene. 19,14,Almagro,16.938,14.401,14.304
ene. 19,15,Villa Ortuzar,14.590,14.375,14.396
ene. 19,16,Monserrat,25.589,14.263,13.875
ene. 19,17,Villa Pueyrredon,14.710,14.196,14.058
ene. 19,18,San Nicolás,13.078,14.084,14.142
dic. 18,1,Puerto Madero,22.900,25.300,25.514
dic. 18,2,Palermo,20.892,17.233,16.899
dic. 18,3,Belgrano,20.113,15.816,15.189
dic. 18,4,Nuñez,17.095,15.602,15.463
dic. 18,5,Recoleta,22.785,15.348,15.143
dic. 18,6,Coghlan,18.993,14.825,14.791
dic. 18,7,Retiro,17.229,14.733,14.713
dic. 18,8,Villa Urquiza,15.376,14.680,14.579
dic. 18,9,Colegiales,18.828,14.679,14.368
dic. 18,10,Villa Crespo,16.995,14.627,14.462
dic. 18,11,Chacarita,16.902,14.592,14.417
dic. 18,12,San Telmo,21.708,14.568,13.653
dic. 18,13,Saavedra,15.265,14.450,13.826
dic. 18,14,Almagro,16.816,14.210,14.116
dic. 18,15,Monserrat,21.814,14.046,13.666
dic. 18,16,Parque Chas,-,13.984,13.997
dic. 18,17,San Nicolás,12.714,13.897,13.974
dic. 18,18,Caballito,14.859,13.843,13.747
nov. 18,1,Puerto Madero,22.741,25.039,25.283
nov. 18,2,Palermo,20.969,17.010,16.601
nov. 18,3,Nuñez,17.621,15.783,15.579
nov. 18,4,Belgrano,18.871,15.511,15.144
nov. 18,5,Recoleta,22.415,15.350,15.176
nov. 18,6,Villa Real,16.671,15.086,10.847
nov. 18,7,Retiro,17.202,14.620,14.600
nov. 18,8,Coghlan,20.598,14.553,14.436
nov. 18,9,Colegiales,18.691,14.451,14.155
nov. 18,10,Villa Crespo,17.126,14.446,14.185
nov. 18,11,Villa Urquiza,15.533,14.330,14.214
nov. 18,12,Parque Chas,-,14.201,14.118
nov. 18,13,San Telmo,20.463,14.189,13.433
nov. 18,14,Saavedra,15.106,14.106,13.469
nov. 18,15,Almagro,15.429,14.057,14.007
nov. 18,16,Chacarita,17.264,14.028,13.908
nov. 18,17,Monserrat,21.138,13.852,13.440
nov. 18,18,Caballito,14.964,13.833,13.721
